name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha,resistance,stamina
kuo-toa-whip,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa-whip,1.0,humanoid (kuo-toa),Medium,11,65,swim,neutral evil,,Monster Manual (BR),14.0,10.0,14.0,12.0,14.0,11.0,Piercing,4
laeral-silverhand,https://www.aidedd.org/dnd/monstres.php?vo=laeral-silverhand,17.0,humanoid (human),Medium,18,228,,chaotic good,,Adventures (Dragon Heist),13.0,17.0,20.0,20.0,20.0,19.0,Ice,4
lamia,https://www.aidedd.org/dnd/monstres.php?vo=lamia,4.0,monstrosity,Large,13,97,,chaotic evil,,Monster Manual (SRD),16.0,13.0,15.0,14.0,15.0,16.0,Piercing,3
lemure,https://www.aidedd.org/dnd/monstres.php?vo=lemure,0.0,fiend (devil),Medium,7,13,,lawful evil,,Monster Manual (SRD),10.0,5.0,11.0,1.0,11.0,3.0,Fire,4
leucrotta,,3.0,monstrosity,Large,14,67,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Piercing,3
leviathan,,20.0,elemental,Gargantuan,17,328,swim,neutral,,Mordenkainen's Tome of Foes,,,,,,,Slashing,1
lich,https://www.aidedd.org/dnd/monstres.php?vo=lich,21.0,undead,Medium,17,135,,any evil alignment,Legendary,Monster Manual (SRD),11.0,16.0,16.0,20.0,14.0,16.0,Piercing,4
lion,https://www.aidedd.org/dnd/monstres.php?vo=lion,1.0,beast,Large,12,26,,unaligned,,Monster Manual (SRD),17.0,15.0,13.0,3.0,12.0,8.0,Slashing,3
lizard,https://www.aidedd.org/dnd/monstres.php?vo=lizard,0.0,beast,Tiny,10,2,,unaligned,,Monster Manual (SRD),2.0,11.0,10.0,1.0,8.0,3.0,Slashing,2
lizard-king-queen,https://www.aidedd.org/dnd/monstres.php?vo=lizard-king-queen,4.0,humanoid (lizardfolk),Medium,15,78,swim,chaotic evil,,Monster Manual (BR),17.0,12.0,15.0,11.0,11.0,15.0,Ice,4
lizardfolk-shaman,https://www.aidedd.org/dnd/monstres.php?vo=lizardfolk-shaman,2.0,humanoid (lizardfolk),Medium,13,27,swim,neutral,,Monster Manual (BR),15.0,10.0,13.0,10.0,15.0,8.0,Ice,4
mage,https://www.aidedd.org/dnd/monstres.php?vo=mage,6.0,humanoid (any race),Medium,12,40,,any alignment,,Monster Manual (SRD),9.0,14.0,11.0,17.0,12.0,11.0,Ice,4
mammoth,https://www.aidedd.org/dnd/monstres.php?vo=mammoth,6.0,beast,Huge,13,126,,unaligned,,Monster Manual (SRD),24.0,9.0,21.0,3.0,11.0,6.0,Slashing,2
manshoon,,13.0,humanoid (human),Medium,19,126,,lawful evil,,Adventures (Dragon Heist),,,,,,,Ice,4
manticore,https://www.aidedd.org/dnd/monstres.php?vo=manticore,3.0,monstrosity,Large,14,68,fly,lawful evil,,Monster Manual (SRD),17.0,16.0,17.0,7.0,12.0,8.0,Piercing,3
mantrap,,1.0,plant,Large,12,45,,unaligned,,Adventures (Tomb of Annihilation),,,,,,,Ice,3
marid,,11.0,elemental,Large,17,229,"fly, swim",chaotic neutral,,Monster Manual,,,,,,,Slashing,3
marilith,https://www.aidedd.org/dnd/monstres.php?vo=marilith,16.0,fiend (demon),Large,18,189,,chaotic evil,,Monster Manual (SRD),18.0,20.0,20.0,18.0,16.0,20.0,Fire,3
martial-arts-adept,,3.0,humanoid (any race),Medium,16,60,,any alignment,,Volo's Guide to Monsters,,,,,,,Ice,4
marut,,25.0,construct (inevitable),Large,22,432,fly,lawful neutral,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
master-of-souls,,4.0,humanoid (human),Medium,12,45,,neutral evil,,Adventures (Descent into Avernus),,,,,,,Ice,4
master-thief,,5.0,humanoid (any race),Medium,16,84,,any alignment,,Volo's Guide to Monsters,,,,,,,Ice,4
maurezhi,,7.0,fiend (demon),Medium,15,88,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,4
maw-demon,,1.0,fiend (demon),Medium,13,33,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Fire,4
meazel,,1.0,humanoid (meazel),Medium,13,35,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Slashing,4
medusa,https://www.aidedd.org/dnd/monstres.php?vo=medusa,6.0,monstrosity,Medium,15,127,,lawful evil,,Monster Manual (SRD),10.0,15.0,16.0,12.0,13.0,15.0,Piercing,4
meenlock,,2.0,fey,Small,15,31,,neutral evil,,Volo's Guide to Monsters,,,,,,,Ice,3
merregon,,4.0,fiend (devil),Medium,16,45,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,4
merrenoloth,,3.0,fiend (yugoloth),Medium,13,40,swim,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,4
merrow,https://www.aidedd.org/dnd/monstres.php?vo=merrow,2.0,monstrosity,Large,13,45,swim,chaotic evil,,Monster Manual (SRD),18.0,10.0,15.0,8.0,10.0,9.0,Piercing,3
mezzoloth,https://www.aidedd.org/dnd/monstres.php?vo=mezzoloth,5.0,fiend (yugoloth),Medium,18,75,,neutral evil,,Monster Manual (BR),18.0,11.0,16.0,7.0,10.0,11.0,Fire,4
mimic,https://www.aidedd.org/dnd/monstres.php?vo=mimic,2.0,monstrosity (shapechanger),Medium,12,58,,neutral,,Monster Manual (SRD),17.0,12.0,15.0,5.0,13.0,8.0,Blunt,4
mind-flayer,,7.0,aberration,Medium,15,71,,lawful evil,,Monster Manual,,,,,,,Piercing,4
mindwitness,https://www.aidedd.org/dnd/monstres.php?vo=mindwitness,5.0,aberration,Large,15,75,fly,lawful evil,,Volo's Guide to Monsters,10.0,14.0,14.0,15.0,15.0,10.0,Piercing,3
minotaur,https://www.aidedd.org/dnd/monstres.php?vo=minotaur,3.0,monstrosity,Large,14,76,,chaotic evil,,Monster Manual (SRD),18.0,11.0,16.0,6.0,16.0,9.0,Piercing,3
minotaur-skeleton,https://www.aidedd.org/dnd/monstres.php?vo=minotaur-skeleton,2.0,undead,Large,12,67,,lawful evil,,Monster Manual (SRD),18.0,11.0,15.0,6.0,8.0,5.0,Piercing,3
moloch,https://www.aidedd.org/dnd/monstres.php?vo=moloch,21.0,fiend (devil),Large,19,253,,lawful evil,Legendary,Mordenkainen's Tome of Foes,26.0,19.0,22.0,21.0,18.0,23.0,Fire,3
molydeus,,21.0,fiend (demon),Huge,19,216,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,2
morkoth,,11.0,aberration,Medium,17,130,swim,chaotic evil,,Volo's Guide to Monsters,,,,,,,Piercing,4
mouth-of-grolantor,,6.0,giant (hill giant),Huge,14,105,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Slashing,2
mummy,https://www.aidedd.org/dnd/monstres.php?vo=mummy,3.0,undead,Medium,11,58,,lawful evil,,Monster Manual (SRD),16.0,8.0,15.0,6.0,10.0,12.0,Piercing,4
mummy-lord,https://www.aidedd.org/dnd/monstres.php?vo=mummy-lord,15.0,undead,Medium,17,97,,lawful evil,Legendary,Monster Manual (SRD),18.0,10.0,17.0,11.0,18.0,16.0,Piercing,4
myconid-sovereign,,2.0,plant,Large,13,60,,lawful neutral,,Monster Manual,,,,,,,Ice,3
myconid-sprout,,0.0,plant,Small,10,7,,lawful neutral,,Monster Manual,,,,,,,Ice,3
nabassu,,15.0,fiend (demon),Medium,18,190,fly,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,4
nagpa,,17.0,humanoid (nagpa),Medium,19,187,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,4
nalfeshnee,https://www.aidedd.org/dnd/monstres.php?vo=nalfeshnee,13.0,fiend (demon),Large,18,184,fly,chaotic evil,,Monster Manual (SRD),21.0,10.0,22.0,19.0,12.0,15.0,Fire,3
narzugon,https://www.aidedd.org/dnd/monstres.php?vo=narzugon,13.0,fiend (devil),Medium,20,112,,lawful evil,,Mordenkainen's Tome of Foes,20.0,10.0,17.0,16.0,14.0,19.0,Fire,4
necromancer,,9.0,humanoid (any race),Medium,12,66,,any alignment,,Volo's Guide to Monsters,,,,,,,Ice,4
neogi,,3.0,aberration,Small,15,33,,lawful evil,,Volo's Guide to Monsters,,,,,,,Piercing,3
neogi-master,,4.0,aberration,Medium,15,71,,lawful evil,,Volo's Guide to Monsters,,,,,,,Piercing,4
neothelid,,13.0,aberration,Gargantuan,16,325,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Piercing,1
night-hag,https://www.aidedd.org/dnd/monstres.php?vo=night-hag,5.0,fiend,Medium,17,112,,neutral evil,,Monster Manual (SRD),18.0,15.0,16.0,16.0,14.0,16.0,Fire,4
nightmare,https://www.aidedd.org/dnd/monstres.php?vo=nightmare,3.0,fiend,Large,13,68,fly,neutral evil,,Monster Manual (SRD),18.0,15.0,16.0,10.0,13.0,15.0,Fire,3
nightwalker,,20.0,undead,Huge,14,297,fly,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,2
nilbog,https://www.aidedd.org/dnd/monstres.php?vo=nilbog,1.0,humanoid (goblinoid),Small,13,7,,chaotic evil,,Volo's Guide to Monsters,8.0,14.0,10.0,10.0,8.0,15.0,Blunt,3
nothic,https://www.aidedd.org/dnd/monstres.php?vo=nothic,2.0,aberration,Medium,15,45,,neutral evil,,Monster Manual,14.0,16.0,16.0,13.0,10.0,8.0,Piercing,4
nycaloth,https://www.aidedd.org/dnd/monstres.php?vo=nycaloth,9.0,fiend (yugoloth),Large,18,123,fly,neutral evil,,Monster Manual (BR),20.0,11.0,19.0,12.0,10.0,15.0,Fire,3
ochre-jelly,https://www.aidedd.org/dnd/monstres.php?vo=ochre-jelly,2.0,ooze,Large,8,45,,unaligned,,Monster Manual (SRD),15.0,6.0,14.0,2.0,6.0,1.0,Blunt,3
octopus,https://www.aidedd.org/dnd/monstres.php?vo=octopus,0.0,beast,Small,12,3,swim,unaligned,,Monster Manual (SRD),4.0,15.0,11.0,3.0,10.0,4.0,Slashing,3
ogre,https://www.aidedd.org/dnd/monstres.php?vo=ogre,2.0,giant,Large,11,59,,chaotic evil,,Monster Manual (SRD),19.0,8.0,16.0,5.0,7.0,7.0,Blunt,3
ogre-battering-ram,,4.0,giant,Large,14,59,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
ogre-bolt-launcher,,2.0,giant,Large,13,59,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
ogre-chain-brute,,3.0,giant,Large,11,59,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
ogre-howdah,,2.0,giant,Large,13,59,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
ogre-zombie,https://www.aidedd.org/dnd/monstres.php?vo=ogre-zombie,2.0,undead,Large,8,85,,neutral evil,,Monster Manual (SRD),19.0,6.0,18.0,3.0,6.0,5.0,Piercing,3
ogremoch,,20.0,elemental,Gargantuan,20,526,,neutral evil,,Adventures (Princes of the Apocalypse),,,,,,,Slashing,1
oinoloth,,12.0,fiend (yugoloth),Medium,17,126,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,4
olhydra,,18.0,elemental,Huge,18,324,swim,neutral evil,,Adventures (Princes of the Apocalypse),,,,,,,Slashing,2
oni,https://www.aidedd.org/dnd/monstres.php?vo=oni,7.0,giant,Large,16,110,fly,lawful evil,,Monster Manual (SRD),19.0,11.0,16.0,14.0,12.0,15.0,Blunt,3
orc-blade-of-ilneval,,4.0,humanoid (orc),Medium,18,60,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Slashing,4
orc-claw-of-luthic,,2.0,humanoid (orc),Medium,14,45,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Slashing,4
orc-eye-of-gruumsh,https://www.aidedd.org/dnd/monstres.php?vo=orc-eye-of-gruumsh,2.0,humanoid (orc),Medium,16,45,,chaotic evil,,Monster Manual (BR),16.0,12.0,16.0,9.0,13.0,12.0,Slashing,4
orc-hand-of-yurtrus,,2.0,humanoid (orc),Medium,12,30,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Slashing,4
orc-red-fang-of-shargaas,,3.0,humanoid (orc),Medium,15,52,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Slashing,4
orc-war-chief,,4.0,humanoid (orc),Medium,16,93,,chaotic evil,,Monster Manual,,,,,,,Slashing,4
orcus,https://www.aidedd.org/dnd/monstres.php?vo=orcus,26.0,fiend (demon),Huge,17,405,fly,chaotic evil,Legendary,Mordenkainen's Tome of Foes,27.0,14.0,25.0,20.0,20.0,25.0,Fire,2
orog,https://www.aidedd.org/dnd/monstres.php?vo=orog,2.0,humanoid (orc),Medium,18,42,,chaotic evil,,Monster Manual (BR),18.0,12.0,18.0,12.0,11.0,12.0,Slashing,4
orthon,,10.0,fiend (devil),Large,17,105,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,3
otyugh,https://www.aidedd.org/dnd/monstres.php?vo=otyugh,5.0,aberration,Large,14,114,,neutral,,Monster Manual (SRD),16.0,11.0,19.0,6.0,13.0,6.0,Piercing,3
owl,https://www.aidedd.org/dnd/monstres.php?vo=owl,0.0,beast,Tiny,11,1,fly,unaligned,,Monster Manual (SRD),3.0,13.0,8.0,2.0,12.0,7.0,Slashing,2
owlbear,https://www.aidedd.org/dnd/monstres.php?vo=owlbear,3.0,monstrosity,Large,13,59,,unaligned,,Monster Manual (SRD),20.0,12.0,17.0,3.0,12.0,7.0,Piercing,3
pegasus,https://www.aidedd.org/dnd/monstres.php?vo=pegasus,2.0,celestial,Large,12,59,fly,chaotic good,,Monster Manual (SRD),18.0,15.0,16.0,10.0,15.0,13.0,Fire,3
pentadrone,,2.0,construct,Large,16,32,,lawful neutral,,Monster Manual,,,,,,,Blunt,3
peryton,https://www.aidedd.org/dnd/monstres.php?vo=peryton,2.0,monstrosity,Medium,13,33,fly,chaotic evil,,Monster Manual (BR),16.0,12.0,13.0,9.0,12.0,10.0,Piercing,4
phase-spider,https://www.aidedd.org/dnd/monstres.php?vo=phase-spider,3.0,monstrosity,Large,13,32,,unaligned,,Monster Manual (SRD),15.0,15.0,12.0,6.0,10.0,6.0,Piercing,3
phoenix,,16.0,elemental,Gargantuan,18,175,fly,neutral,,Mordenkainen's Tome of Foes,,,,,,,Slashing,1
pit-fiend,https://www.aidedd.org/dnd/monstres.php?vo=pit-fiend,20.0,fiend (devil),Large,19,300,fly,lawful evil,,Monster Manual (SRD),26.0,14.0,24.0,22.0,18.0,24.0,Fire,3
planetar,https://www.aidedd.org/dnd/monstres.php?vo=planetar,16.0,celestial,Large,19,200,fly,lawful good,,Monster Manual (SRD),24.0,20.0,24.0,19.0,22.0,25.0,Fire,3
plesiosaurus,https://www.aidedd.org/dnd/monstres.php?vo=plesiosaurus,2.0,beast,Large,13,68,swim,unaligned,,Monster Manual (SRD),18.0,15.0,16.0,2.0,12.0,5.0,Slashing,3
polar-bear,https://www.aidedd.org/dnd/monstres.php?vo=polar-bear,2.0,beast,Large,12,42,swim,unaligned,,Monster Manual (SRD),20.0,10.0,16.0,2.0,13.0,7.0,Slashing,3
priest,https://www.aidedd.org/dnd/monstres.php?vo=priest,2.0,humanoid (any race),Medium,13,27,,any alignment,,Monster Manual (SRD),10.0,10.0,12.0,13.0,16.0,13.0,Ice,4
pterafolk,,1.0,monstrosity,Large,12,26,fly,neutral evil,,Adventures (Tomb of Annihilation),,,,,,,Piercing,3
purple-worm,https://www.aidedd.org/dnd/monstres.php?vo=purple-worm,15.0,monstrosity,Gargantuan,18,247,,unaligned,,Monster Manual (SRD),28.0,7.0,22.0,1.0,8.0,4.0,Piercing,1
purple-wormling,,2.0,monstrosity,Large,12,42,,unaligned,,Adventures (Storm King's Thunder),,,,,,,Piercing,3
quadrone,,1.0,construct,Medium,16,22,fly,lawful neutral,,Monster Manual,,,,,,,Blunt,4
quaggoth,,2.0,humanoid (quaggoth),Medium,13,45,,chaotic neutral,,Monster Manual,,,,,,,Ice,4
quaggoth-spore-servant,,1.0,plant,Medium,13,45,,unaligned,,Monster Manual,,,,,,,Ice,4
quasit,https://www.aidedd.org/dnd/monstres.php?vo=quasit,1.0,"fiend (demon, shapechanger)",Tiny,13,7,,chaotic evil,,Monster Manual (SRD),5.0,17.0,10.0,7.0,10.0,10.0,Fire,2
quetzalcoatlus,https://www.aidedd.org/dnd/monstres.php?vo=quetzalcoatlus,2.0,beast,Huge,13,30,fly,unaligned,,Volo's Guide to Monsters,15.0,13.0,13.0,2.0,10.0,5.0,Slashing,2
quickling,,1.0,fey,Tiny,16,10,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Ice,2
quipper,https://www.aidedd.org/dnd/monstres.php?vo=quipper,0.0,beast,Tiny,13,1,swim,unaligned,,Monster Manual (SRD),2.0,16.0,9.0,1.0,7.0,2.0,Slashing,2
rakshasa,https://www.aidedd.org/dnd/monstres.php?vo=rakshasa,13.0,fiend,Medium,16,110,,lawful evil,,Monster Manual (SRD),14.0,17.0,18.0,13.0,16.0,20.0,Fire,4
rat,https://www.aidedd.org/dnd/monstres.php?vo=rat,0.0,beast,Tiny,10,1,,unaligned,,Monster Manual (SRD),2.0,11.0,9.0,2.0,10.0,4.0,Slashing,2
raven,https://www.aidedd.org/dnd/monstres.php?vo=raven,0.0,beast,Tiny,12,1,fly,unaligned,,Monster Manual (SRD),2.0,14.0,8.0,2.0,12.0,6.0,Slashing,2
reaper-of-bhaal,,2.0,humanoid (human),Medium,15,27,,chaotic evil,,Adventures (Descent into Avernus),,,,,,,Ice,4
red-abishai,,19.0,fiend (devil),Medium,22,255,fly,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,4
red-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=red-dragon-wyrmling,4.0,dragon,Medium,17,75,fly,chaotic evil,,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0,Piercing,4
red-slaad,,5.0,aberration,Large,14,93,,chaotic neutral,,Monster Manual,,,,,,,Piercing,3
redcap,,3.0,fey,Small,13,45,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Ice,3
remorhaz,https://www.aidedd.org/dnd/monstres.php?vo=remorhaz,11.0,monstrosity,Huge,17,195,,unaligned,,Monster Manual (SRD),24.0,13.0,21.0,4.0,10.0,5.0,Piercing,2
retriever,,14.0,construct,Large,19,210,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
revenant,https://www.aidedd.org/dnd/monstres.php?vo=revenant,5.0,undead,Medium,13,136,,neutral,,Monster Manual (BR),18.0,14.0,18.0,13.0,16.0,18.0,Piercing,4
rhinoceros,https://www.aidedd.org/dnd/monstres.php?vo=rhinoceros,2.0,beast,Large,11,45,,unaligned,,Monster Manual (SRD),21.0,8.0,15.0,2.0,12.0,6.0,Slashing,3
roc,https://www.aidedd.org/dnd/monstres.php?vo=roc,11.0,monstrosity,Gargantuan,15,248,fly,unaligned,,Monster Manual (SRD),28.0,10.0,20.0,3.0,10.0,9.0,Piercing,1
roper,https://www.aidedd.org/dnd/monstres.php?vo=roper,5.0,monstrosity,Large,20,93,,neutral evil,,Monster Manual (SRD),18.0,8.0,17.0,7.0,16.0,6.0,Piercing,3
rot-troll,,9.0,giant,Large,16,138,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
rug-of-smothering,https://www.aidedd.org/dnd/monstres.php?vo=rug-of-smothering,2.0,construct,Large,12,33,,unaligned,,Monster Manual (SRD),17.0,14.0,10.0,1.0,3.0,1.0,Blunt,3
rutterkin,,2.0,fiend (demon),Medium,12,37,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,4
saber-toothed-tiger,https://www.aidedd.org/dnd/monstres.php?vo=saber-toothed-tiger,2.0,beast,Large,12,52,,unaligned,,Monster Manual (SRD),18.0,14.0,15.0,3.0,12.0,8.0,Slashing,3
sahuagin-baron,,5.0,humanoid (sahuagin),Large,16,76,swim,lawful evil,,Monster Manual,,,,,,,Piercing,3
sahuagin-priestess,,2.0,humanoid (sahuagin),Medium,12,33,swim,lawful evil,,Monster Manual,,,,,,,Piercing,4
salamander,https://www.aidedd.org/dnd/monstres.php?vo=salamander,5.0,elemental,Large,15,90,,neutral evil,,Monster Manual (SRD),18.0,14.0,15.0,11.0,10.0,12.0,Slashing,3
scarecrow,,1.0,construct,Medium,11,36,,chaotic evil,,Monster Manual,,,,,,,Blunt,4
scorpion,https://www.aidedd.org/dnd/monstres.php?vo=scorpion,0.0,beast,Tiny,11,1,,unaligned,,Monster Manual (SRD),2.0,11.0,8.0,1.0,8.0,2.0,Slashing,2
sea-hag,https://www.aidedd.org/dnd/monstres.php?vo=sea-hag,2.0,fey,Medium,14,52,swim,chaotic evil,,Monster Manual (SRD),16.0,13.0,16.0,12.0,12.0,13.0,Ice,4
sea-horse,https://www.aidedd.org/dnd/monstres.php?vo=sea-horse,0.0,beast,Tiny,11,1,swim,unaligned,,Monster Manual (SRD),1.0,12.0,8.0,1.0,10.0,2.0,Slashing,2
sea-spawn,,1.0,humanoid,Medium,11,32,swim,neutral evil,,Volo's Guide to Monsters,,,,,,,Ice,4
shadow-dancer,,7.0,humanoid (elf),Medium,15,71,,neutral,,Mordenkainen's Tome of Foes,,,,,,,Slashing,4
shadow-demon,https://www.aidedd.org/dnd/monstres.php?vo=shadow-demon,4.0,fiend (demon),Medium,13,66,fly,chaotic evil,,Monster Manual (BR),1.0,17.0,12.0,14.0,13.0,14.0,Fire,4
shadow-mastiff,,2.0,monstrosity,Medium,12,33,,neutral evil,,Volo's Guide to Monsters,,,,,,,Piercing,4
shambling-mound,https://www.aidedd.org/dnd/monstres.php?vo=shambling-mound,5.0,plant,Large,15,136,swim,unaligned,,Monster Manual (SRD),18.0,8.0,16.0,5.0,10.0,5.0,Ice,3
shield-guardian,https://www.aidedd.org/dnd/monstres.php?vo=shield-guardian,7.0,construct,Large,17,142,,unaligned,,Monster Manual (SRD),18.0,8.0,18.0,7.0,10.0,3.0,Blunt,3
shoosuva,,8.0,fiend (demon),Large,14,110,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Fire,3
shrieker,https://www.aidedd.org/dnd/monstres.php?vo=shrieker,0.0,plant,Medium,5,13,,unaligned,,Monster Manual (SRD),1.0,1.0,10.0,1.0,3.0,1.0,Ice,4
sibriex,https://www.aidedd.org/dnd/monstres.php?vo=sibriex,18.0,fiend (demon),Huge,19,150,fly,chaotic evil,Legendary,Mordenkainen's Tome of Foes,10.0,3.0,23.0,25.0,24.0,25.0,Fire,2
silver-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=silver-dragon-wyrmling,2.0,dragon,Medium,17,45,fly,lawful good,,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0,Piercing,4
skull-lasher-of-myrkul,,1.0,humanoid (human),Medium,12,32,,neutral evil,,Adventures (Descent into Avernus),,,,,,,Ice,4
skull-lord,,15.0,undead,Medium,18,105,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
slithering-tracker,https://www.aidedd.org/dnd/monstres.php?vo=slithering-tracker,3.0,ooze,Medium,14,32,swim,chaotic evil,,Volo's Guide to Monsters,16.0,19.0,15.0,10.0,14.0,11.0,Blunt,4
solar,https://www.aidedd.org/dnd/monstres.php?vo=solar,21.0,celestial,Large,21,243,fly,lawful good,Legendary,Monster Manual (SRD),26.0,22.0,26.0,25.0,25.0,30.0,Fire,3
soul-monger,,11.0,humanoid (elf),Medium,15,123,,neutral,,Mordenkainen's Tome of Foes,,,,,,,Slashing,4
spawn-of-kyuss,,5.0,undead,Medium,10,76,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Piercing,4
spectator,https://www.aidedd.org/dnd/monstres.php?vo=spectator,3.0,aberration,Medium,14,39,fly,lawful neutral,,Monster Manual,8.0,14.0,14.0,13.0,14.0,11.0,Piercing,4
specter,https://www.aidedd.org/dnd/monstres.php?vo=specter,1.0,undead,Medium,12,22,fly,chaotic evil,,Monster Manual (SRD),1.0,14.0,11.0,10.0,10.0,11.0,Piercing,4
spellcaster-healer-lvl-1,,0.0,humanoid (any race),Medium,12,9,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-healer-lvl-2,,0.0,humanoid (any race),Medium,12,13,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-healer-lvl-3,,0.0,humanoid (any race),Medium,12,18,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-healer-lvl-4,,0.0,humanoid (any race),Medium,12,22,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-healer-lvl-5,,0.0,humanoid (any race),Medium,12,27,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-healer-lvl-6,,0.0,humanoid (any race),Medium,12,31,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-mage-lvl-1,,0.0,humanoid (any race),Medium,12,9,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-mage-lvl-2,,0.0,humanoid (any race),Medium,12,13,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-mage-lvl-3,,0.0,humanoid (any race),Medium,12,18,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-mage-lvl-4,,0.0,humanoid (any race),Medium,12,22,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-mage-lvl-5,,0.0,humanoid (any race),Medium,12,27,,any alignment,,Essentials Kit,,,,,,,Ice,4
spellcaster-mage-lvl-6,,0.0,humanoid (any race),Medium,12,31,,any alignment,,Essentials Kit,,,,,,,Ice,4
spider,https://www.aidedd.org/dnd/monstres.php?vo=spider,0.0,beast,Tiny,12,1,,unaligned,,Monster Manual (SRD),2.0,14.0,8.0,1.0,10.0,2.0,Slashing,2
spined-devil,,2.0,fiend (devil),Small,13,22,fly,lawful evil,,Monster Manual,,,,,,,Fire,3
spirit-naga,https://www.aidedd.org/dnd/monstres.php?vo=spirit-naga,8.0,monstrosity,Large,15,75,,chaotic evil,,Monster Manual (SRD),18.0,17.0,14.0,16.0,15.0,16.0,Piercing,3
spirit-troll,,11.0,giant,Large,17,97,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
spring-eladrin,,10.0,fey (elf),Medium,19,127,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
spy,https://www.aidedd.org/dnd/monstres.php?vo=spy,1.0,humanoid (any race),Medium,12,27,,any alignment,,Monster Manual (SRD),10.0,15.0,10.0,12.0,14.0,16.0,Ice,4
star-spawn-hulk,,10.0,aberration,Large,16,136,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,3
star-spawn-larva-mage,,16.0,aberration,Medium,16,168,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
star-spawn-mangler,,5.0,aberration,Medium,14,71,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
star-spawn-seer,,13.0,aberration,Medium,17,153,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
steel-predator,,16.0,construct,Large,20,207,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
stegosaurus,,4.0,beast,Huge,13,76,,unaligned,,Adventures (Tomb of Annihilation),,,,,,,Slashing,2
stone-cursed,,1.0,construct,Medium,17,19,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,4
stone-giant,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant,7.0,giant,Huge,17,126,,neutral,,Monster Manual (SRD),23.0,15.0,20.0,10.0,12.0,9.0,Blunt,2
